acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,Battery Level,Timestamp,Temperature,Step,Calorie,Sleep State,Sleep Hour,Sleep Minute,Action,Device
-0.033689943,-0.009292623,0.9177377456714684,0.5804351279840132,-2.646245907,3.212217184122923,100,12/17/2025 15:03,36.05,8,1,Awake,0,0,Walking,EMA01
0.037788061192768674,0.08182159,0.9687150383396954,-2.594213096,0.9718531955965686,1.1399124825609652,100,12/17/2025 15:04,36.78,13,1.96,Awake,0,0,Walking,EMA01
0.042641391,-0.103306566,0.9040154151278283,2.2934780173601412,3.654170590050426,1.8403390357441873,100,12/17/2025 15:05,35.96,18,3.62,Awake,0,0,Walking,EMA01
-0.082249524,-0.071745662,0.9064734277758959,-2.724957275,0.15857275523933634,0.593021985,100,12/17/2025 15:06,36.58,22,5.19,Awake,0,0,Walking,EMA01
-0.09319662,0.030824388,0.9688228674645311,-2.54068214,-2.416243237,-2.172695052,100,12/17/2025 15:07,36.02,28,6.02,Awake,0,0,Walking,EMA01
0.000243297,0.055544053,0.9521402077586085,2.4367412055353492,-1.572999852,3.3850354079062575,100,12/17/2025 15:08,36.34,33,7.62,Awake,0,0,Walking,EMA01
0.115642285,0.11808666665199488,0.907584831,-2.873539676,-0.105812331,-0.701139948,100,12/17/2025 15:09,36.22,36,8.57,Awake,0,0,Walking,EMA01
0.008062144,0.045046103,1.0597609290400918,0.368758863,-3.063154163,3.603058649414834,100,12/17/2025 15:10,36.66,42,9.57,Awake,0,0,Walking,EMA01
-0.035526203,-0.089891593,1.0731985544950597,2.6253917376089886,2.457381397804885,3.0868176345113882,100,12/17/2025 15:11,36.11,46,11.46,Awake,0,0,Walking,EMA01
-0.12552281,0.10242469218675146,0.906436826,2.0288515716023845,-1.057710278,2.6307443213695416,100,12/17/2025 15:12,36.77,52,12.3,Awake,0,0,Walking,EMA01
-0.139096966,0.069272045,0.9585119413272368,-3.562442074,-3.413034647,-2.086459255,100,12/17/2025 15:13,36.43,55,13.32,Awake,0,0,Walking,EMA01
0.017184031357881824,-0.001720828,1.0969839028728985,2.611001674842713,-1.750655109,2.7398022483953888,100,12/17/2025 15:14,36.32,61,13.86,Awake,0,0,Walking,EMA01
